# Sugarloaf-Chiricahua-NM Site number 11
# Filter out cloudy times ? NO
# Cloud fitting ndata 11 Chisqlimit 0.009
# darklimit 29.0
# brightlimit 1.0
#JD,JDM,UTC,Tloc,LST,chisquared,moonalt,sunalt,MWalt,Etempc,volt,SQM,Winds,run_count,night_count,JD_mid
2460369.638889, -3.666670,     2024-02-29 03:20:00, 2024-02-28 20:20:00,   6.608051, 3.1778e-01, -23.038, -27.437, 78.946, 2.67,  12.82, 24.88,     3.666,  4567,   59, 0.791667
2460369.645833, -3.500000,     2024-02-29 03:30:00, 2024-02-28 20:30:00,   6.775174, 2.1746e-01, -21.009, -29.529, 76.861, 2.70,  12.80, 23.87,     4.631,  4568,   59, 0.791667
2460369.652778, -3.333330,     2024-02-29 03:40:00, 2024-02-28 20:40:00,   6.942297, 2.1642e-01, -18.982, -31.612, 74.758, 2.69,  12.81, 23.52,     4.596,  4569,   59, 0.791667
2460369.659722, -3.166670,     2024-02-29 03:50:00, 2024-02-28 20:50:00,   7.109420, 2.1744e-01, -16.957, -33.683, 72.645, 2.67,  12.81, 23.82,     4.238,  4570,   59, 0.791667
2460369.666667, -3.000000,     2024-02-29 04:00:00, 2024-02-28 21:00:00,   7.276543, 3.7211e-02, -14.935, -35.740, 70.525, 2.70,  12.80, 23.11,     4.654,  4571,   59, 0.791667
2460369.673611, -2.833330,     2024-02-29 04:10:00, 2024-02-28 21:10:00,   7.443666, 1.3141e-01, -12.917, -37.781, 68.401, 2.75,  12.80, 23.47,     3.235,  4572,   59, 0.791667
2460369.680556, -2.666670,     2024-02-29 04:20:00, 2024-02-28 21:20:00,   7.610789, 5.2096e-01, -10.904, -39.804, 66.276, 2.77,  12.80, 23.31,     3.243,  4573,   59, 0.791667
2460369.687500, -2.500000,     2024-02-29 04:30:00, 2024-02-28 21:30:00,   7.777912, 4.0593e-01, -8.898, -41.804, 64.150, 2.79,  12.77, 22.93,     4.211,  4574,   59, 0.791667
2460369.694444, -2.333330,     2024-02-29 04:40:00, 2024-02-28 21:40:00,   7.945035, 5.2898e-01, -6.899, -43.779, 62.026, 2.76,  12.78, 22.64,     3.338,  4575,   59, 0.791667
2460369.701389, -2.166670,     2024-02-29 04:50:00, 2024-02-28 21:50:00,   8.112158, 1.5218e-01, -4.908, -45.725, 59.903, 2.77,  12.79, 23.26,     3.319,  4576,   59, 0.791667
2460369.708333, -2.000000,     2024-02-29 05:00:00, 2024-02-28 22:00:00,   8.279281, 1.2166e-02, -2.927, -47.637, 57.783, 2.73,  12.78, 22.11,     3.013,  4577,   59, 0.791667
2460369.715278, -1.833330,     2024-02-29 05:10:00, 2024-02-28 22:10:00,   8.446404, 6.9303e-02, -0.956, -49.509, 55.665, 2.58,  12.78, 21.84,     2.916,  4578,   59, 0.791667
2460369.722222, -1.666670,     2024-02-29 05:20:00, 2024-02-28 22:20:00,   8.613527, 8.2569e-01, 1.003, -51.335, 53.552, 2.45,  12.78, 21.71,     2.161,  4579,   59, 0.791667
2460369.729167, -1.500000,     2024-02-29 05:30:00, 2024-02-28 22:30:00,   8.780650, 7.8504e-01, 2.949, -53.109, 51.442, 2.35,  12.75, 21.23,     1.893,  4580,   59, 0.791667
2460369.736111, -1.333330,     2024-02-29 05:40:00, 2024-02-28 22:40:00,   8.947773, 1.3110e+00, 4.880, -54.820, 49.338, 2.32,  12.76, 20.73,     1.818,  4581,   59, 0.791667
2460369.743056, -1.166670,     2024-02-29 05:50:00, 2024-02-28 22:50:00,   9.114896, 6.2578e-01, 6.795, -56.460, 47.238, 2.51,  12.77, 20.71,     2.105,  4582,   59, 0.791667
2460369.750000, -1.000000,     2024-02-29 06:00:00, 2024-02-28 23:00:00,   9.282019, 6.4797e-01, 8.692, -58.017, 45.145, 2.69,  12.76, 20.73,     2.781,  4583,   59, 0.791667
2460369.756944, -0.833330,     2024-02-29 06:10:00, 2024-02-28 23:10:00,   9.449141, 6.5785e-01, 10.571, -59.478, 43.058, 2.77,  12.76, 20.25,     2.651,  4584,   59, 0.791667
2460369.763889, -0.666670,     2024-02-29 06:20:00, 2024-02-28 23:20:00,   9.616264, 1.1467e+00, 12.428, -60.827, 40.977, 2.83,  12.76, 20.75,     2.892,  4585,   59, 0.791667
2460369.770833, -0.500000,     2024-02-29 06:30:00, 2024-02-28 23:30:00,   9.783387, 1.7114e+00, 14.262, -62.049, 38.904, 2.83,  12.73, 19.70,     2.409,  4586,   59, 0.791667
2460369.777778, -0.333330,     2024-02-29 06:40:00, 2024-02-28 23:40:00,   9.950510, 1.8433e+00, 16.070, -63.126, 36.839, 2.94,  12.74, 19.50,     2.965,  4587,   59, 0.791667
2460369.784722, -0.166670,     2024-02-29 06:50:00, 2024-02-28 23:50:00,  10.117633, 2.0797e+00, 17.852, -64.038, 34.783, 2.83,  12.75, 19.28,     2.712,  4588,   59, 0.791667
2460369.791667, 0.000000,     2024-02-29 07:00:00, 2024-02-29 00:00:00,  10.284756, 2.0526e+00, 19.603, -64.770, 32.735, 2.81,  12.74, 20.10,     2.786,  4589,   59, 0.791667
2460369.798611, 0.166670,     2024-02-29 07:10:00, 2024-02-29 00:10:00,  10.451879, 3.2856e+00, 21.322, -65.303, 30.698, 2.96,  12.74, 20.33,     2.868,  4590,   59, 0.791667
2460369.805556, 0.333330,     2024-02-29 07:20:00, 2024-02-29 00:20:00,  10.619002, 3.1350e+00, 23.006, -65.625, 28.671, 2.97,  12.73, 19.15,     2.527,  4591,   59, 0.791667
2460369.812500, 0.500000,     2024-02-29 07:30:00, 2024-02-29 00:30:00,  10.786125, 3.2456e+00, 24.651, -65.727, 26.655, 3.01,  12.71, 18.72,     2.814,  4592,   59, 0.791667
2460369.819444, 0.666670,     2024-02-29 07:40:00, 2024-02-29 00:40:00,  10.953248, 3.2468e+00, 26.254, -65.607, 24.650, 3.00,  12.72, 18.91,     2.442,  4593,   59, 0.791667
2460369.826389, 0.833330,     2024-02-29 07:50:00, 2024-02-29 00:50:00,  11.120371, 3.2209e+00, 27.812, -65.267, 22.659, 2.88,  12.72, 20.16,     2.986,  4594,   59, 0.791667
2460369.833333, 1.000000,     2024-02-29 08:00:00, 2024-02-29 01:00:00,  11.287494, 2.8054e+00, 29.321, -64.717, 20.681, 2.77,  12.72, 20.30,     2.992,  4595,   59, 0.791667
2460369.840278, 1.166670,     2024-02-29 08:10:00, 2024-02-29 01:10:00,  11.454617, 1.7452e+00, 30.777, -63.971, 18.717, 2.71,  12.72, 20.24,     2.844,  4596,   59, 0.791667
2460369.847222, 1.333330,     2024-02-29 08:20:00, 2024-02-29 01:20:00,  11.621740, 1.9863e+00, 32.175, -63.044, 16.768, 2.56,  12.71, 20.15,     2.416,  4597,   59, 0.791667
2460369.854167, 1.500000,     2024-02-29 08:30:00, 2024-02-29 01:30:00,  11.788863, 1.3676e+00, 33.512, -61.955, 14.836, 2.43,  12.69, 20.09,     3.275,  4598,   59, 0.791667
2460369.861111, 1.666670,     2024-02-29 08:40:00, 2024-02-29 01:40:00,  11.955986, 3.2555e-02, 34.781, -60.722, 12.920, 2.34,  12.70, 20.01,     3.090,  4599,   59, 0.791667
2460369.868056, 1.833330,     2024-02-29 08:50:00, 2024-02-29 01:50:00,  12.123109, 4.4264e-01, 35.980, -59.362, 11.023, 2.22,  12.70, 19.95,     3.043,  4600,   59, 0.791667
2460369.875000, 2.000000,     2024-02-29 09:00:00, 2024-02-29 02:00:00,  12.290232, 1.0016e+00, 37.101, -57.893, 9.146, 2.19,  12.70, 19.89,     3.068,  4601,   59, 0.791667
2460369.881944, 2.166670,     2024-02-29 09:10:00, 2024-02-29 02:10:00,  12.457355, 9.8881e-01, 38.141, -56.328, 7.289, 2.16,  12.69, 19.83,     3.127,  4602,   59, 0.791667
2460369.888889, 2.333330,     2024-02-29 09:20:00, 2024-02-29 02:20:00,  12.624478, 1.3932e+00, 39.093, -54.682, 5.948, 2.11,  12.69, 19.70,     3.475,  4603,   59, 0.791667
2460369.895833, 2.500000,     2024-02-29 09:30:00, 2024-02-29 02:30:00,  12.791601, 1.7624e+00, 39.953, -52.964, 5.029, 2.11,  12.66, 18.84,     2.776,  4604,   59, 0.791667
2460369.902778, 2.666670,     2024-02-29 09:40:00, 2024-02-29 02:40:00,  12.958724, 1.8857e+00, 40.716, -51.185, 5.126, 2.08,  12.67, 18.28,     2.421,  4605,   59, 0.791667
2460369.909722, 2.833330,     2024-02-29 09:50:00, 2024-02-29 02:50:00,  13.125847, 5.4491e-02, 41.378, -49.354, 5.906, 1.99,  12.67, 19.01,     1.971,  4606,   59, 0.791667
2460369.916667, 3.000000,     2024-02-29 10:00:00, 2024-02-29 03:00:00,  13.292970, 4.0806e-01, 41.932, -47.477, 7.371, 1.86,  12.67, 19.38,     2.753,  4607,   59, 0.791667
2460369.923611, 3.166670,     2024-02-29 10:10:00, 2024-02-29 03:10:00,  13.460093, 1.4313e-01, 42.377, -45.562, 8.865, 1.62,  12.66, 19.40,     2.407,  4608,   59, 0.791667
2460369.930556, 3.333330,     2024-02-29 10:20:00, 2024-02-29 03:20:00,  13.627216, 3.0833e-01, 42.709, -43.612, 10.685, 1.44,  12.66, 19.24,     1.749,  4609,   59, 0.791667
2460369.937500, 3.500000,     2024-02-29 10:30:00, 2024-02-29 03:30:00,  13.794339, 3.6057e-03, 42.924, -41.634, 12.780, 1.23,  12.63, 19.34,     1.257,  4610,   59, 0.791667
2460369.944444, 3.666670,     2024-02-29 10:40:00, 2024-02-29 03:40:00,  13.961462, 3.8251e-02, 43.023, -39.630, 14.882, 1.13,  12.64, 18.68,     1.595,  4611,   59, 0.791667
2460369.951389, 3.833330,     2024-02-29 10:50:00, 2024-02-29 03:50:00,  14.128585, 6.4091e-02, 43.003, -37.605, 16.990, 1.36,  12.64, 18.18,     1.725,  4612,   59, 0.791667
2460369.958333, 4.000000,     2024-02-29 11:00:00, 2024-02-29 04:00:00,  14.295708, 5.4766e-02, 42.865, -35.561, 19.104, 1.57,  12.64, 18.14,     1.807,  4613,   59, 0.791667
2460369.965278, 4.166670,     2024-02-29 11:10:00, 2024-02-29 04:10:00,  14.462831, 1.5433e-01, 42.611, -33.501, 21.222, 1.64,  12.63, 18.39,     2.919,  4614,   59, 0.791667
2460369.972222, 4.333330,     2024-02-29 11:20:00, 2024-02-29 04:20:00,  14.629954, 4.8457e-03, 42.241, -31.427, 23.344, 1.47,  12.63, 19.60,     2.545,  4615,   59, 0.791667
2460369.979167, 4.500000,     2024-02-29 11:30:00, 2024-02-29 04:30:00,  14.797077, 3.5080e-02, 41.759, -29.342, 25.468, 1.28,  12.60, 19.71,     2.664,  4616,   59, 0.791667
2460369.986111, 4.666670,     2024-02-29 11:40:00, 2024-02-29 04:40:00,  14.964200, 2.9968e-01, 41.168, -27.247, 27.593, 1.24,  12.61, 19.75,     2.662,  4617,   59, 0.791667
2460369.993056, 4.833330,     2024-02-29 11:50:00, 2024-02-29 04:50:00,  15.131323, 2.4249e-01, 40.472, -25.144, 29.719, 1.20,  12.61, 19.77,     3.096,  4618,   59, 0.791667
2460370.000000, 5.000000,     2024-02-29 12:00:00, 2024-02-29 05:00:00,  15.298446, 1.3036e-01, 39.676, -23.035, 31.843, 1.34,  12.61, 19.77,     2.538,  4619,   59, 0.791667
2460370.006944, 5.166670,     2024-02-29 12:10:00, 2024-02-29 05:10:00,  15.465569, 2.8571e-04, 38.784, -20.921, 33.965, 1.15,  12.60, 19.74,     2.167,  4620,   59, 0.791667
2460370.013889, 5.333330,     2024-02-29 12:20:00, 2024-02-29 05:20:00,  15.632692, 1.1429e-05, 37.802, -18.804, 36.084, 1.12,  12.60, 19.33,     2.670,  4621,   59, 0.791667
2460370.020833, 5.500000,     2024-02-29 12:30:00, 2024-02-29 05:30:00,  15.799815, 1.4611e-02, 36.734, -16.684, 38.197, 1.17,  12.57, 19.12,     3.156,  4622,   59, 0.791667
2460370.027778, 5.666670,     2024-02-29 12:40:00, 2024-02-29 05:40:00,  15.966938, 1.7646e-02, 35.586, -14.562, 40.304, 1.25,  12.58, 19.45,     3.233,  4623,   59, 0.791667
2460370.034722, 5.833330,     2024-02-29 12:50:00, 2024-02-29 05:50:00,  16.134060, 8.5463e-02, 34.362, -12.441, 42.402, 1.40,  12.58, 19.81,     3.715,  4624,   59, 0.791667
2460370.041667, 6.000000,     2024-02-29 13:00:00, 2024-02-29 06:00:00,  16.301183, 1.3211e-02, 33.069, -10.321, 44.489, 1.45,  12.58, 19.29,     3.205,  4625,   59, 0.791667
2460370.048611, 6.166670,     2024-02-29 13:10:00, 2024-02-29 06:10:00,  16.468306, 2.0393e-01, 31.710, -8.203, 46.563, 1.39,  12.58, 17.87,     2.911,  4626,   59, 0.791667
2460370.055556, 6.333330,     2024-02-29 13:20:00, 2024-02-29 06:20:00,  16.635429, 9.7806e-02, 30.291, -6.089, 48.621, 1.21,  12.58, 15.52,     2.342,  4627,   59, 0.791667
2460370.062500, 6.500000,     2024-02-29 13:30:00, 2024-02-29 06:30:00,  16.802552, 2.5143e-04, 28.816, -3.979, 50.659, 1.08,  12.55, 12.74,     2.213,  4628,   59, 0.791667
2460370.562500, -5.500000,     2024-03-01 01:30:00, 2024-02-29 18:30:00,   4.835407, 7.2731e-02, -56.138, -4.040, 77.345, 7.32,  12.91, 9.45,     3.652,  4629,   60, 0.791667
2460370.569444, -5.333330,     2024-03-01 01:40:00, 2024-02-29 18:40:00,   5.002530, 2.0114e-03, -54.203, -6.148, 79.424, 7.13,  12.92, 11.90,     3.364,  4630,   60, 0.791667
2460370.576389, -5.166670,     2024-03-01 01:50:00, 2024-02-29 18:50:00,   5.169653, 1.7463e-02, -52.249, -8.261, 81.466, 7.00,  12.92, 14.72,     3.221,  4631,   60, 0.791667
2460370.583333, -5.000000,     2024-03-01 02:00:00, 2024-02-29 19:00:00,   5.336776, 6.8914e-03, -50.278, -10.376, 83.434, 6.80,  12.91, 17.19,     2.992,  4632,   60, 0.791667
2460370.590278, -4.833330,     2024-03-01 02:10:00, 2024-02-29 19:10:00,   5.503899, 5.0446e-02, -48.294, -12.494, 85.234, 6.72,  12.90, 19.21,     3.113,  4633,   60, 0.791667
2460370.597222, -4.666670,     2024-03-01 02:20:00, 2024-02-29 19:20:00,   5.671022, 2.7863e-02, -46.300, -14.613, 86.589, 6.48,  12.90, 20.74,     2.414,  4634,   60, 0.791667
2460370.604167, -4.500000,     2024-03-01 02:30:00, 2024-02-29 19:30:00,   5.838145, 2.2400e-03, -44.297, -16.731, 86.856, 6.26,  12.87, 21.42,     1.766,  4635,   60, 0.791667
2460370.611111, -4.333330,     2024-03-01 02:40:00, 2024-02-29 19:40:00,   6.005268, 1.1429e-05, -42.287, -18.848, 85.821, 5.90,  12.88, 21.58,     1.641,  4636,   60, 0.791667
2460370.618056, -4.166670,     2024-03-01 02:50:00, 2024-02-29 19:50:00,   6.172391, 2.2857e-05, -40.272, -20.962, 84.138, 5.84,  12.88, 21.60,     1.965,  4637,   60, 0.791667
2460370.625000, -4.000000,     2024-03-01 03:00:00, 2024-02-29 20:00:00,   6.339514, 2.2857e-05, -38.254, -23.072, 82.216, 6.01,  12.88, 21.62,     2.642,  4638,   60, 0.791667
2460370.631944, -3.833330,     2024-03-01 03:10:00, 2024-02-29 20:10:00,   6.506637, 4.5714e-05, -36.233, -25.177, 80.196, 6.03,  12.87, 21.64,     2.573,  4639,   60, 0.791667
2460370.638889, -3.666670,     2024-03-01 03:20:00, 2024-02-29 20:20:00,   6.673760, 4.5714e-05, -34.211, -27.275, 78.129, 5.86,  12.86, 21.65,     2.879,  4640,   60, 0.791667
2460370.645833, -3.500000,     2024-03-01 03:30:00, 2024-02-29 20:30:00,   6.840882, 2.2857e-05, -32.188, -29.365, 76.036, 5.85,  12.84, 21.67,     2.688,  4641,   60, 0.791667
2460370.652778, -3.333330,     2024-03-01 03:40:00, 2024-02-29 20:40:00,   7.008005, 2.2857e-05, -30.167, -31.445, 73.928, 5.86,  12.85, 21.68,     2.672,  4642,   60, 0.791667
2460370.659722, -3.166670,     2024-03-01 03:50:00, 2024-02-29 20:50:00,   7.175128, 4.5714e-05, -28.147, -33.513, 71.812, 5.83,  12.85, 21.68,     2.608,  4643,   60, 0.791667
2460370.666667, -3.000000,     2024-03-01 04:00:00, 2024-02-29 21:00:00,   7.342251, 5.1429e-05, -26.130, -35.566, 69.690, 5.86,  12.84, 21.69,     2.831,  4644,   60, 0.791667
2460370.673611, -2.833330,     2024-03-01 04:10:00, 2024-02-29 21:10:00,   7.509374, 4.5714e-05, -24.117, -37.603, 67.565, 5.80,  12.84, 21.70,     2.986,  4645,   60, 0.791667
2460370.680556, -2.666670,     2024-03-01 04:20:00, 2024-02-29 21:20:00,   7.676497, 2.2857e-05, -22.108, -39.621, 65.440, 5.81,  12.83, 21.73,     3.156,  4646,   60, 0.791667
2460370.687500, -2.500000,     2024-03-01 04:30:00, 2024-02-29 21:30:00,   7.843620, 6.2857e-05, -20.104, -41.616, 63.315, 5.89,  12.81, 21.75,     3.335,  4647,   60, 0.791667
2460370.694444, -2.333330,     2024-03-01 04:40:00, 2024-02-29 21:40:00,   8.010743, 6.2857e-05, -18.107, -43.585, 61.191, 5.73,  12.82, 21.79,     3.612,  4648,   60, 0.791667
2460370.701389, -2.166670,     2024-03-01 04:50:00, 2024-02-29 21:50:00,   8.177866, 1.1429e-05, -16.117, -45.524, 59.069, 5.77,  12.82, 21.83,     3.541,  4649,   60, 0.791667
2460370.708333, -2.000000,     2024-03-01 05:00:00, 2024-02-29 22:00:00,   8.344989, 1.1429e-05, -14.135, -47.428, 56.950, 5.66,  12.82, 21.88,     2.992,  4650,   60, 0.791667
2460370.715278, -1.833330,     2024-03-01 05:10:00, 2024-02-29 22:10:00,   8.512112, 1.0000e-05, -12.161, -49.292, 54.834, 5.63,  12.81, 21.91,     3.608,  4651,   60, 0.791667
2460370.722222, -1.666670,     2024-03-01 05:20:00, 2024-02-29 22:20:00,   8.679235, 7.4800e-03, -10.198, -51.109, 52.722, 5.69,  12.81, 21.93,     3.134,  4652,   60, 0.791667
2460370.729167, -1.500000,     2024-03-01 05:30:00, 2024-02-29 22:30:00,   8.846358, 1.2682e-02, -8.246, -52.872, 50.614, 5.56,  12.78, 21.94,     3.259,  4653,   60, 0.791667
2460370.736111, -1.333330,     2024-03-01 05:40:00, 2024-02-29 22:40:00,   9.013481, 4.2122e-02, -6.306, -54.573, 48.511, 5.48,  12.80, 21.95,     3.175,  4654,   60, 0.791667
2460370.743056, -1.166670,     2024-03-01 05:50:00, 2024-02-29 22:50:00,   9.180604, 9.0741e-02, -4.379, -56.201, 46.414, 5.46,  12.80, 21.95,     3.675,  4655,   60, 0.791667
2460370.750000, -1.000000,     2024-03-01 06:00:00, 2024-02-29 23:00:00,   9.347727, 1.3443e-01, -2.466, -57.745, 44.323, 5.31,  12.80, 21.94,     3.260,  4656,   60, 0.791667
2460370.756944, -0.833330,     2024-03-01 06:10:00, 2024-02-29 23:10:00,   9.514850, 1.3588e-01, -0.569, -59.192, 42.239, 5.21,  12.79, 21.89,     3.106,  4657,   60, 0.791667
2460370.763889, -0.666670,     2024-03-01 06:20:00, 2024-02-29 23:20:00,   9.681973, 9.9530e-02, 1.311, -60.527, 40.161, 5.17,  12.79, 21.73,     3.400,  4658,   60, 0.791667
2460370.770833, -0.500000,     2024-03-01 06:30:00, 2024-02-29 23:30:00,   9.849096, 5.5865e-02, 3.173, -61.735, 38.091, 5.15,  12.76, 21.55,     3.158,  4659,   60, 0.791667
2460370.777778, -0.333330,     2024-03-01 06:40:00, 2024-02-29 23:40:00,  10.016219, 3.5261e-02, 5.014, -62.797, 36.030, 5.07,  12.77, 21.38,     2.904,  4660,   60, 0.791667
2460370.784722, -0.166670,     2024-03-01 06:50:00, 2024-02-29 23:50:00,  10.183342, 4.3847e-02, 6.834, -63.696, 33.977, 4.90,  12.77, 21.26,     2.766,  4661,   60, 0.791667
2460370.791667, 0.000000,     2024-03-01 07:00:00, 2024-03-01 00:00:00,  10.350465, 6.3835e-02, 8.631, -64.414, 31.933, 4.99,  12.77, 21.18,     2.841,  4662,   60, 0.791667
2460370.798611, 0.166670,     2024-03-01 07:10:00, 2024-03-01 00:10:00,  10.517588, 5.5360e-02, 10.403, -64.937, 29.899, 4.80,  12.77, 21.11,     2.402,  4663,   60, 0.791667
2460370.805556, 0.333330,     2024-03-01 07:20:00, 2024-03-01 00:20:00,  10.684711, 2.9319e-02, 12.147, -65.250, 27.877, 4.87,  12.76, 21.06,     2.944,  4664,   60, 0.791667
2460370.812500, 0.500000,     2024-03-01 07:30:00, 2024-03-01 00:30:00,  10.851834, 9.5988e-03, 13.862, -65.347, 25.865, 4.98,  12.74, 21.01,     2.501,  4665,   60, 0.791667
2460370.819444, 0.666670,     2024-03-01 07:40:00, 2024-03-01 00:40:00,  11.018957, 2.6655e-03, 15.545, -65.224, 23.866, 4.72,  12.75, 20.98,     2.313,  4666,   60, 0.791667
2460370.826389, 0.833330,     2024-03-01 07:50:00, 2024-03-01 00:50:00,  11.186080, 1.1624e-03, 17.194, -64.885, 21.879, 4.88,  12.75, 20.95,     2.885,  4667,   60, 0.791667
2460370.833333, 1.000000,     2024-03-01 08:00:00, 2024-03-01 01:00:00,  11.353203, 8.4727e-04, 18.807, -64.338, 19.907, 5.18,  12.75, 20.89,     3.320,  4668,   60, 0.791667
2460370.840278, 1.166670,     2024-03-01 08:10:00, 2024-03-01 01:10:00,  11.520326, 8.4727e-04, 20.380, -63.597, 17.949, 5.33,  12.75, 20.84,     2.792,  4669,   60, 0.791667
2460370.847222, 1.333330,     2024-03-01 08:20:00, 2024-03-01 01:20:00,  11.687449, 7.8061e-04, 21.910, -62.677, 16.006, 5.15,  12.74, 20.78,     2.005,  4670,   60, 0.791667
2460370.854167, 1.500000,     2024-03-01 08:30:00, 2024-03-01 01:30:00,  11.854572, 6.2061e-04, 23.395, -61.596, 14.080, 4.88,  12.72, 20.74,     2.141,  4671,   60, 0.791667
2460370.861111, 1.666670,     2024-03-01 08:40:00, 2024-03-01 01:40:00,  12.021695, 1.1006e-03, 24.831, -60.372, 12.172, 5.23,  12.73, 20.70,     2.852,  4672,   60, 0.791667
2460370.868056, 1.833330,     2024-03-01 08:50:00, 2024-03-01 01:50:00,  12.188818, 8.0242e-04, 26.214, -59.022, 10.283, 5.49,  12.73, 20.65,     3.180,  4673,   60, 0.791667
2460370.875000, 2.000000,     2024-03-01 09:00:00, 2024-03-01 02:00:00,  12.355941, 4.8727e-04, 27.541, -57.562, 8.413, 5.63,  12.73, 20.61,     3.465,  4674,   60, 0.791667
2460370.881944, 2.166670,     2024-03-01 09:10:00, 2024-03-01 02:10:00,  12.523064, 1.9879e-04, 28.808, -56.007, 6.564, 5.67,  12.73, 20.57,     3.333,  4675,   60, 0.791667
2460370.888889, 2.333330,     2024-03-01 09:20:00, 2024-03-01 02:20:00,  12.690187, 2.7636e-04, 30.011, -54.369, 5.582, 5.67,  12.72, 20.54,     3.228,  4676,   60, 0.791667
2460370.895833, 2.500000,     2024-03-01 09:30:00, 2024-03-01 02:30:00,  12.857310, 4.4970e-04, 31.145, -52.660, 4.933, 5.41,  12.70, 20.50,     2.788,  4677,   60, 0.791667
2460370.902778, 2.666670,     2024-03-01 09:40:00, 2024-03-01 02:40:00,  13.024433, 6.8242e-04, 32.207, -50.889, 5.259, 5.19,  12.71, 20.45,     2.558,  4678,   60, 0.791667
2460370.909722, 2.833330,     2024-03-01 09:50:00, 2024-03-01 02:50:00,  13.191556, 4.5714e-05, 33.193, -49.065, 6.478, 5.02,  12.71, 20.41,     2.204,  4679,   60, 0.791667
2460370.916667, 3.000000,     2024-03-01 10:00:00, 2024-03-01 03:00:00,  13.358679, 4.5714e-05, 34.097, -47.195, 7.955, 4.78,  12.71, 20.36,     2.220,  4680,   60, 0.791667
2460370.923611, 3.166670,     2024-03-01 10:10:00, 2024-03-01 03:10:00,  13.525802, 2.2857e-05, 34.917, -45.285, 9.461, 4.86,  12.70, 20.31,     2.190,  4681,   60, 0.791667
2460370.930556, 3.333330,     2024-03-01 10:20:00, 2024-03-01 03:20:00,  13.692925, 2.2857e-05, 35.648, -43.341, 11.508, 4.75,  12.70, 20.26,     2.231,  4682,   60, 0.791667
2460370.937500, 3.500000,     2024-03-01 10:30:00, 2024-03-01 03:30:00,  13.860048, 1.1429e-05, 36.287, -41.368, 13.605, 5.05,  12.68, 20.23,     2.889,  4683,   60, 0.791667
2460370.944444, 3.666670,     2024-03-01 10:40:00, 2024-03-01 03:40:00,  14.027171, 4.5714e-05, 36.829, -39.368, 15.710, 5.10,  12.69, 20.20,     3.173,  4684,   60, 0.791667
2460370.951389, 3.833330,     2024-03-01 10:50:00, 2024-03-01 03:50:00,  14.194294, 2.2857e-05, 37.272, -37.347, 17.821, 5.40,  12.69, 20.18,     3.517,  4685,   60, 0.791667
2460370.958333, 4.000000,     2024-03-01 11:00:00, 2024-03-01 04:00:00,  14.361417, 2.2857e-05, 37.614, -35.307, 19.936, 4.96,  12.68, 20.17,     2.672,  4686,   60, 0.791667
2460370.965278, 4.166670,     2024-03-01 11:10:00, 2024-03-01 04:10:00,  14.528540, 1.1429e-05, 37.852, -33.250, 22.056, 4.58,  12.68, 20.17,     2.030,  4687,   60, 0.791667
2460370.972222, 4.333330,     2024-03-01 11:20:00, 2024-03-01 04:20:00,  14.695663, 1.0000e-05, 37.984, -31.179, 24.179, 4.38,  12.67, 20.17,     2.552,  4688,   60, 0.791667
2460370.979167, 4.500000,     2024-03-01 11:30:00, 2024-03-01 04:30:00,  14.862786, 1.1429e-05, 38.011, -29.096, 26.303, 4.67,  12.65, 20.20,     3.202,  4689,   60, 0.791667
2460370.986111, 4.666670,     2024-03-01 11:40:00, 2024-03-01 04:40:00,  15.029909, 6.2857e-05, 37.932, -27.003, 28.429, 4.64,  12.66, 20.22,     3.139,  4690,   60, 0.791667
2460370.993056, 4.833330,     2024-03-01 11:50:00, 2024-03-01 04:50:00,  15.197031, 8.0000e-05, 37.747, -24.902, 30.554, 4.68,  12.66, 20.24,     3.324,  4691,   60, 0.791667
2460371.000000, 5.000000,     2024-03-01 12:00:00, 2024-03-01 05:00:00,  15.364154, 1.2571e-04, 37.458, -22.794, 32.678, 4.61,  12.66, 20.27,     3.362,  4692,   60, 0.791667
2460371.006944, 5.166670,     2024-03-01 12:10:00, 2024-03-01 05:10:00,  15.531277, 4.0000e-05, 37.066, -20.681, 34.798, 4.70,  12.65, 20.30,     3.440,  4693,   60, 0.791667
2460371.013889, 5.333330,     2024-03-01 12:20:00, 2024-03-01 05:20:00,  15.698400, 1.0000e-05, 36.574, -18.564, 36.915, 4.62,  12.65, 20.32,     3.427,  4694,   60, 0.791667
2460371.020833, 5.500000,     2024-03-01 12:30:00, 2024-03-01 05:30:00,  15.865523, 4.0000e-05, 35.984, -16.445, 39.026, 4.50,  12.62, 20.36,     2.559,  4695,   60, 0.791667
2460371.027778, 5.666670,     2024-03-01 12:40:00, 2024-03-01 05:40:00,  16.032646, 6.2857e-05, 35.300, -14.324, 41.130, 4.50,  12.63, 20.36,     2.954,  4696,   60, 0.791667
2460371.034722, 5.833330,     2024-03-01 12:50:00, 2024-03-01 05:50:00,  16.199769, 2.0571e-04, 34.525, -12.202, 43.224, 4.36,  12.63, 20.18,     3.056,  4697,   60, 0.791667
2460371.041667, 6.000000,     2024-03-01 13:00:00, 2024-03-01 06:00:00,  16.366892, 4.0914e-03, 33.663, -10.082, 45.306, 4.51,  12.62, 19.31,     3.161,  4698,   60, 0.791667
2460371.048611, 6.166670,     2024-03-01 13:10:00, 2024-03-01 06:10:00,  16.534015, 4.4206e-02, 32.719, -7.964, 47.374, 4.59,  12.62, 17.56,     3.173,  4699,   60, 0.791667
