# Sugarloaf-Chiricahua-NM Site number 11
# Filter out cloudy times ? NO
# Cloud fitting ndata 11 Chisqlimit 0.009
# darklimit 29.0
# brightlimit 1.0
#JD,JDM,UTC,Tloc,LST,chisquared,moonalt,sunalt,MWalt,Etempc,volt,SQM,Winds,run_count,night_count,JD_mid
2460485.736111, -1.333330,     2024-06-24 05:40:00, 2024-06-23 22:40:00,  16.570135, 3.6143e-02, 11.125, -29.671, 47.810, 20.48,  12.84, 20.10,     2.771, 11853,  175, 0.791667
2460485.743056, -1.166670,     2024-06-24 05:50:00, 2024-06-23 22:50:00,  16.737258, 1.3931e-02, 12.708, -30.575, 49.856, 20.36,  12.85, 19.91,     2.768, 11854,  175, 0.791667
2460485.750000, -1.000000,     2024-06-24 06:00:00, 2024-06-23 23:00:00,  16.904381, 1.1962e-01, 14.255, -31.395, 51.881, 20.24,  12.84, 19.49,     2.288, 11855,  175, 0.791667
2460485.756944, -0.833330,     2024-06-24 06:10:00, 2024-06-23 23:10:00,  17.071504, 1.0173e-01, 15.764, -32.129, 53.879, 20.39,  12.84, 19.19,     3.358, 11856,  175, 0.791667
2460485.763889, -0.666670,     2024-06-24 06:20:00, 2024-06-23 23:20:00,  17.238627, 1.3129e-01, 17.233, -32.772, 55.845, 20.50,  12.83, 19.26,     3.392, 11857,  175, 0.791667
2460485.770833, -0.500000,     2024-06-24 06:30:00, 2024-06-23 23:30:00,  17.405750, 7.3272e-01, 18.658, -33.322, 57.773, 20.44,  12.81, 19.82,     3.410, 11858,  175, 0.791667
2460485.777778, -0.333330,     2024-06-24 06:40:00, 2024-06-23 23:40:00,  17.572873, 7.7840e-01, 20.037, -33.775, 59.654, 20.22,  12.82, 19.76,     3.387, 11859,  175, 0.791667
2460485.784722, -0.166670,     2024-06-24 06:50:00, 2024-06-23 23:50:00,  17.739996, 9.9459e-01, 21.366, -34.130, 61.479, 20.02,  12.82, 19.32,     2.890, 11860,  175, 0.791667
2460485.791667, 0.000000,     2024-06-24 07:00:00, 2024-06-24 00:00:00,  17.907119, 9.5945e-01, 22.643, -34.384, 63.236, 20.05,  12.82, 19.38,     3.051, 11861,  175, 0.791667
2460485.798611, 0.166670,     2024-06-24 07:10:00, 2024-06-24 00:10:00,  18.074242, 5.6381e-01, 23.865, -34.537, 64.909, 20.06,  12.82, 18.91,     3.356, 11862,  175, 0.791667
2460485.805556, 0.333330,     2024-06-24 07:20:00, 2024-06-24 00:20:00,  18.241365, 1.9148e-01, 25.028, -34.586, 66.480, 20.16,  12.81, 18.71,     2.583, 11863,  175, 0.791667
2460485.812500, 0.500000,     2024-06-24 07:30:00, 2024-06-24 00:30:00,  18.408488, 2.8081e-01, 26.128, -34.533, 67.926, 20.02,  12.79, 18.34,     3.208, 11864,  175, 0.791667
2460485.819444, 0.666670,     2024-06-24 07:40:00, 2024-06-24 00:40:00,  18.575611, 3.4016e-01, 27.163, -34.377, 69.222, 20.07,  12.80, 18.39,     2.509, 11865,  175, 0.791667
2460485.826389, 0.833330,     2024-06-24 07:50:00, 2024-06-24 00:50:00,  18.742734, 1.4696e+00, 28.129, -34.119, 70.337, 20.00,  12.81, 18.26,     2.798, 11866,  175, 0.791667
2460485.833333, 1.000000,     2024-06-24 08:00:00, 2024-06-24 01:00:00,  18.909857, 1.5290e+00, 29.022, -33.761, 71.237, 19.98,  12.80, 18.20,     1.820, 11867,  175, 0.791667
2460485.840278, 1.166670,     2024-06-24 08:10:00, 2024-06-24 01:10:00,  19.076980, 1.1589e+00, 29.839, -33.304, 71.892, 19.89,  12.80, 18.18,     1.757, 11868,  175, 0.791667
2460485.847222, 1.333330,     2024-06-24 08:20:00, 2024-06-24 01:20:00,  19.244103, 5.9600e-03, 30.577, -32.751, 72.273, 19.82,  12.79, 18.26,     2.017, 11869,  175, 0.791667
2460485.854167, 1.500000,     2024-06-24 08:30:00, 2024-06-24 01:30:00,  19.411226, 2.0571e-04, 31.233, -32.104, 72.362, 19.88,  12.77, 19.19,     3.871, 11870,  175, 0.791667
2460485.861111, 1.666670,     2024-06-24 08:40:00, 2024-06-24 01:40:00,  19.578349, 7.2411e-02, 31.804, -31.368, 73.107, 19.99,  12.78, 19.31,     3.956, 11871,  175, 0.791667
2460485.868056, 1.833330,     2024-06-24 08:50:00, 2024-06-24 01:50:00,  19.745472, 1.6578e-01, 32.287, -30.544, 74.645, 19.84,  12.79, 18.84,     3.188, 11872,  175, 0.791667
2460485.875000, 2.000000,     2024-06-24 09:00:00, 2024-06-24 02:00:00,  19.912595, 2.5785e-01, 32.679, -29.637, 76.071, 19.68,  12.78, 18.71,     4.135, 11873,  175, 0.791667
2460485.881944, 2.166670,     2024-06-24 09:10:00, 2024-06-24 02:10:00,  20.079718, 1.3945e-01, 32.980, -28.651, 77.346, 19.55,  12.76, 18.85,     3.484, 11874,  175, 0.791667
2460485.888889, 2.333330,     2024-06-24 09:20:00, 2024-06-24 02:20:00,  20.246841, 8.8246e-02, 33.187, -27.589, 78.418, 19.48,  12.78, 18.38,     3.643, 11875,  175, 0.791667
2460485.895833, 2.500000,     2024-06-24 09:30:00, 2024-06-24 02:30:00,  20.413964, 9.9623e-02, 33.299, -26.455, 79.227, 19.34,  12.75, 18.03,     3.560, 11876,  175, 0.791667
2460485.902778, 2.666670,     2024-06-24 09:40:00, 2024-06-24 02:40:00,  20.581087, 3.9280e-02, 33.317, -25.253, 79.709, 19.36,  12.76, 17.87,     3.679, 11877,  175, 0.791667
2460485.909722, 2.833330,     2024-06-24 09:50:00, 2024-06-24 02:50:00,  20.748210, 7.0223e-02, 33.239, -23.987, 79.817, 19.25,  12.77, 18.47,     2.791, 11878,  175, 0.791667
2460485.916667, 3.000000,     2024-06-24 10:00:00, 2024-06-24 03:00:00,  20.915333, 4.4531e-02, 33.066, -22.660, 79.539, 19.11,  12.76, 18.94,     3.226, 11879,  175, 0.791667
2460485.923611, 3.166670,     2024-06-24 10:10:00, 2024-06-24 03:10:00,  21.082456, 4.0691e-02, 32.798, -21.276, 78.906, 18.85,  12.76, 18.85,     3.292, 11880,  175, 0.791667
2460485.930556, 3.333330,     2024-06-24 10:20:00, 2024-06-24 03:20:00,  21.249579, 1.7726e-01, 32.439, -19.839, 77.972, 18.61,  12.75, 18.76,     3.679, 11881,  175, 0.791667
2460485.937500, 3.500000,     2024-06-24 10:30:00, 2024-06-24 03:30:00,  21.416702, 1.5691e-02, 31.988, -18.351, 76.803, 18.72,  12.73, 17.88,     3.921, 11882,  175, 0.791667
2460485.944444, 3.666670,     2024-06-24 10:40:00, 2024-06-24 03:40:00,  21.583825, 3.1326e-02, 31.448, -16.816, 75.456, 18.80,  12.74, 17.72,     3.630, 11883,  175, 0.791667
2460485.951389, 3.833330,     2024-06-24 10:50:00, 2024-06-24 03:50:00,  21.750948, 1.2741e-01, 30.822, -15.237, 73.976, 18.69,  12.75, 17.77,     3.201, 11884,  175, 0.791667
2460485.958333, 4.000000,     2024-06-24 11:00:00, 2024-06-24 04:00:00,  21.918071, 1.5829e-01, 30.113, -13.617, 72.398, 18.64,  12.74, 17.84,     1.435, 11885,  175, 0.791667
2460485.965278, 4.166670,     2024-06-24 11:10:00, 2024-06-24 04:10:00,  22.085194, 5.0463e-02, 29.323, -11.958, 70.747, 18.54,  12.74, 17.84,     1.383, 11886,  175, 0.791667
2460485.972222, 4.333330,     2024-06-24 11:20:00, 2024-06-24 04:20:00,  22.252317, 7.9829e-03, 28.455, -10.263, 69.041, 18.60,  12.73, 17.90,     1.016, 11887,  175, 0.791667
2460485.979167, 4.500000,     2024-06-24 11:30:00, 2024-06-24 04:30:00,  22.419440, 8.5143e-04, 27.514, -8.534, 67.294, 18.93,  12.71, 17.52,     1.321, 11888,  175, 0.791667
2460485.986111, 4.666670,     2024-06-24 11:40:00, 2024-06-24 04:40:00,  22.586563, 1.9360e-02, 26.502, -6.773, 65.516, 18.93,  12.72, 16.08,     2.531, 11889,  175, 0.791667
2460485.993056, 4.833330,     2024-06-24 11:50:00, 2024-06-24 04:50:00,  22.753686, 1.2565e-01, 25.422, -4.983, 63.713, 19.32,  12.72, 13.60,     1.895, 11890,  175, 0.791667
2460486.000000, 5.000000,     2024-06-24 12:00:00, 2024-06-24 05:00:00,  22.920809, 4.1851e-02, 24.279, -3.165, 61.893, 19.31,  12.72, 11.25,     2.241, 11891,  175, 0.791667
2460486.611111, -4.333330,     2024-06-25 02:40:00, 2024-06-24 19:40:00,  13.627633, 4.0966e-02, -30.805, -3.207, 10.681, 16.96,  12.91, 10.77,     2.695, 11892,  176, 0.791667
2460486.618056, -4.166670,     2024-06-25 02:50:00, 2024-06-24 19:50:00,  13.794756, 3.4880e-02, -28.783, -5.025, 12.776, 17.42,  12.91, 12.65,     2.397, 11893,  176, 0.791667
2460486.625000, -4.000000,     2024-06-25 03:00:00, 2024-06-24 20:00:00,  13.961879, 2.6569e-01, -26.766, -6.815, 14.878, 17.55,  12.91, 14.96,     3.350, 11894,  176, 0.791667
2460486.631944, -3.833330,     2024-06-25 03:10:00, 2024-06-24 20:10:00,  14.129002, 2.6856e-01, -24.754, -8.576, 16.986, 17.87,  12.90, 17.39,     3.594, 11895,  176, 0.791667
2460486.638889, -3.666670,     2024-06-25 03:20:00, 2024-06-24 20:20:00,  14.296125, 2.7705e-01, -22.747, -10.305, 19.100, 18.15,  12.89, 19.61,     2.385, 11896,  176, 0.791667
2460486.645833, -3.500000,     2024-06-25 03:30:00, 2024-06-24 20:30:00,  14.463248, 7.9880e-02, -20.747, -12.000, 21.218, 18.75,  12.87, 21.36,     3.557, 11897,  176, 0.791667
2460486.652778, -3.333330,     2024-06-25 03:40:00, 2024-06-24 20:40:00,  14.630371, 2.8293e-01, -18.753, -13.659, 23.340, 18.78,  12.88, 21.32,     3.943, 11898,  176, 0.791667
2460486.659722, -3.166670,     2024-06-25 03:50:00, 2024-06-24 20:50:00,  14.797494, 8.4571e-02, -16.767, -15.279, 25.464, 19.20,  12.88, 21.74,     3.527, 11899,  176, 0.791667
2460486.666667, -3.000000,     2024-06-25 04:00:00, 2024-06-24 21:00:00,  14.964617, 4.1673e-01, -14.789, -16.858, 27.589, 19.50,  12.87, 21.39,     2.777, 11900,  176, 0.791667
2460486.673611, -2.833330,     2024-06-25 04:10:00, 2024-06-24 21:10:00,  15.131740, 1.9408e+00, -12.820, -18.393, 29.714, 19.27,  12.87, 21.00,     3.487, 11901,  176, 0.791667
2460486.680556, -2.666670,     2024-06-25 04:20:00, 2024-06-24 21:20:00,  15.298863, 1.4978e+00, -10.862, -19.880, 31.839, 18.85,  12.86, 21.52,     3.346, 11902,  176, 0.791667
